Feature ID	Taxon	Confidence
88def46ebecdb8b4e9f1a2d3537ae198	k__Bacteria	0.9721232079820156
95d5536e417ef29a15436a55b645d7c5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__	0.8558972518278827
bc4c986b94f47da800d54d06e5621234	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Ignatzschineria; s__	0.9845143075316186
b9db6f239ed7b9e815ca9b18e7708bf0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Natronobacillus; s__	0.9630329761123907
ff5b8b46b4aee3426e5bedb4258b3ee8	k__Bacteria	0.9451065415475998
3d422701762e8baa1c30639fd0539543	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.8436618675237779
d3ede9bb7913b9e0a47a8e301ea70b72	k__Bacteria	0.9574680834950641
b8f643359cc46b3b4892b2b9e44af3e9	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconobacter; s__	0.9309556708867278
0327a9be1d023ed1ae6827b324fc2dde	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.746328127702592
aef8de2c4f8a1156ce4f8518b4e578a9	k__Bacteria	0.9856176302564613
5bef3785081564c75cb8317ac289a0a7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.8773845500347391
8b5cd713ad502859b1b3d74e2436fa5d	k__Bacteria	0.9866040733812059
54716c2732660f3f0a56f4b0082fa002	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.904494131392193
e04c2d8596ea24fb9a79bfac6cf9a1ce	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.9137340887071984
d80e5a55ffd771d6a8ba44615e38c710	k__Bacteria	0.9546396158036409
d88e9771f521576de0694dc3f5df9b79	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus	0.8511621294852127
51f0c5774cbc770a8957f189f12e01f6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__paralimentarius	0.999630034298302
e5abed33091e24f83e54b2ccab9dca73	k__Bacteria	0.9857827336281989
12aceaab853aa6a7644080f9a21eaaa5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Morganella; s__morganii	0.8028117248253371
8c64cafa9f89e8824c2bd03eb52682d8	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.8552341122768032
aff288802ec0957671cbb238937fcca2	k__Bacteria	0.963736416046698
bde5ef633a827b822ee56c3021566a9c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8281017412331618
c2b998f8c4a0664994c9ee7c8164afc7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Vagococcus; s__	0.7205844118643896
93e72217446c4dd0821faf45035bfcc9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__coprosuis	0.992245989440042
b34805e7e3f6ca6cad0a4f350ba2fa60	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Anaerovorax; s__	0.9850884883140318
1cb2546058671ab8253aca06a0473fb4	k__Bacteria	0.9501083409543264
285638bf8c0158f36ddb69fd2c6c15e7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9147454676352984
bf0d7b8373d1bfc38858cbeb5ce0e579	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae	0.8674556296717968
0160c59ab7ee6e45dedfe6e8a150dbbd	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__diminuta	0.989028158085163
b0e1cd22262b5bfb299c5208ad36751c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9377185732048292
692dfd82667f6df9a02e8bdd57471b41	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Natronobacillus; s__	0.8093345404267142
595af8663bc51c525b18e50df71c3608	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8632153264066774
b8b3359073f89d772f767df59e14942f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.9805039531948341
100a4deb300c24be4ef41e303a970dcc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__subterminale	0.770488960354794
518f9db98e74475d862ff7790b25e795	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.8075343326491621
0926b7b4650fb2a7af7e3c843c724980	k__Bacteria	0.9741471725546688
a572f61d75616103b0ab4c1916881557	k__Bacteria	0.9615270767804063
01aaa59ea00e5162cc7124862a1470bc	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae	0.8782092871302042
783f8428483bb864b8843b8bbf682b89	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.9479862389941117
e9300acc02f199c5c3be72a75487c652	k__Bacteria	0.9859145560835623
5bc99a535a1b86033d7dc183edc75982	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Morganella	0.9376669521172478
bc6b335071bd2ba9ccf6559eeb9140d8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium	0.9438536436635203
41dc0aa6e2bdb837afe567b3f9f19da5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.7504163288192874
