"Genus","LDD0R1","LDD0R2","LDD0R3","LDD10CF70R1","LDD10CF70R2","LDD10CF70R3","LDD10MHPR1","LDD10MHPR2","LDD10MHPR3","LDD10MLPR1","LDD10MLPR2","LDD10MLPR3","LDD10MR1","LDD10MR2","LDD10MR3","LDD10NUSR1","LDD10NUSR2","LDD10NUSR3","LDD10OKAR1","LDD10OKAR2","LDD10OKAR3","LDD10PKMR1","LDD10PKMR2","LDD10PKMR3","LDD10PR1","LDD10PR2","LDD10PR3","LDD10RIBR1","LDD10RIBR2","LDD10RIBR3","LDD10SBMR1","LDD10SBMR2","LDD10SBMR3","LDD5CF70R1","LDD5CF70R2","LDD5CF70R3","LDD5MHPR1","LDD5MHPR2","LDD5MHPR3","LDD5MLPR1","LDD5MLPR2","LDD5MLPR3","LDD5MR1","LDD5MR2","LDD5MR3","LDD5NUSR1","LDD5NUSR2","LDD5NUSR3","LDD5OKAR1","LDD5OKAR2","LDD5OKAR3","LDD5PKMR1","LDD5PKMR2","LDD5PKMR3","LDD5PR1","LDD5PR2","LDD5PR3","LDD5RIBR1","LDD5RIBR2","LDD5RIBR3","LDD5SBMR1","LDD5SBMR2","LDD5SBMR3","WTD0R1","WTD0R2","WTD0R3","WTD10CF70R1","WTD10CF70R2","WTD10CF70R3","WTD10MHPR1","WTD10MHPR2","WTD10MHPR3","WTD10MLPR1","WTD10MLPR2","WTD10MLPR3","WTD10MR1","WTD10MR2","WTD10MR3","WTD10NUSR1","WTD10NUSR2","WTD10NUSR3","WTD10OKAR1","WTD10OKAR2","WTD10OKAR3","WTD10PKMR1","WTD10PKMR2","WTD10PKMR3","WTD10PR1","WTD10PR2","WTD10PR3","WTD10RIBR1","WTD10RIBR2","WTD10RIBR3","WTD10SBMR1","WTD10SBMR2","WTD10SBMR3","WTD5CF70R2","WTD5CF70R3","WTD5MHPR1","WTD5MHPR2","WTD5MHPR3","WTD5MLPR1","WTD5MLPR2","WTD5MLPR3","WTD5MR1","WTD5MR2","WTD5MR3","WTD5NUSR1","WTD5NUSR2","WTD5NUSR3","WTD5OKAR1","WTD5OKAR2","WTD5OKAR3","WTD5PKMR1","WTD5PKMR2","WTD5PKMR3","WTD5PR1","WTD5PR2","WTD5PR3","WTD5RIBR1","WTD5RIBR2","WTD5RIBR3","WTD5SBMR1","WTD5SBMR2","WTD5SBMR3"
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Novosphingobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016545039,0.001442308,0.002731373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000501253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.__.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001204658,0,0.000806528,0,0,0,0,0,0,0,0.001477681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001201923,0,0,0,0,0,0.002335255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613246,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005950192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Achromobacter",0,0.00091529,0.0008726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005208097,0.003927004,0,0.002139495,0.002897412,0.003061719,0,0,0,0,0,0,0.001133652,0,0,0.000939282,0.001612383,0.001390552,0.001119373,0.000557616,0.000756239,0.005308945,0.002470763,0.003411688,0.000859778,0.001143479,0.000669767,0.001748252,0.000746885,0.001141118,0.000807807,0.064106678,0.000841043,0.000808309,0.000701005,0.001574682,0.019354839,0.002346217,0.001537648,0,0.00058895,0.000710201,0.11368483,0.123640662,0.068014433,0,0,0,0,0,0.000476002,0,0,0,0,0,0,0,0,0,0,0,0,0.008292019,0.000662983,0.002280898,0.017742744,0,0.009782125,0,0,0,0,0.00065679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Alcaligenes",0.000213584,0.000732232,0.00120502,0.001667883,0.004798081,0.001448725,0.000625261,0.0005238,0.000665948,0.002614309,0.009986116,0.006444361,0.001440611,0.000777907,0.001115902,0.001499411,0.001016804,0.00052695,0.205878357,0.090552091,0.119676898,0.001521419,0.001178608,0.000363769,0.002786746,0.001074499,0.003806452,0.001963146,0.006143807,0.001138628,0.001372315,0.001748106,0.000709622,0.001140557,0.001289906,0.000811155,0.001199328,0.000501854,0.001008319,0.042650011,0.001043211,0.000682338,0.001094263,0.001415736,0.001116279,0,0.000825504,0.000845273,0.000937056,0.082326095,0.000538267,0.000484986,0.000934673,0.000960172,0.092528832,0.000511355,0.013598578,0.001059951,0.000662569,0.001233507,0.001250092,0.119669031,0.058276902,0,0,0,0.001119389,0.00239439,0.002459342,0,0.000739645,0.000667009,0.000845731,0,0.005760875,0.000718705,0,0.000751749,0.000692558,0.000349101,0.000679434,0.084784802,0.030497238,0.037151583,0.000612779,0.002804487,0,0,0.00057816,0.000604994,0.001281995,0.005728673,0.001753727,0.001286466,0.007760293,0.000910747,0,0,0,0,0,0,0.001277502,0.001994783,0.000214712,0,0,0,0,0,0.00088482,0,0,0,0.000614383,0,0,0,0,0,0,0,0.001210026,0.010383617,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Pandoraea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027,0.001178608,0.001182248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002729653,0,0.003303055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__",0,0,0,0.000799194,0,3.44935e-05,0.000555787,0,0.000380542,0,0.00032041,0,0,0,0,0,0.00053516,0,0,0,0,0.025198498,0.019201493,0.046623014,0.00057774,0,0,0.011065007,0.016228126,0.002324699,0,0.000499459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026812137,0,0,0,0,0.009159285,0,0,0.00021199,0,0,0,0,0,0,0,0.000313863,0.000424596,0.01128784,0,0,0.001056636,0.000974859,0.000576635,0.000510262,9.76419e-05,0.000593713,0.004409509,0,0.000799105,0.000314191,0.000509576,0.000614224,0,0.000309274,0.180630606,0.003605769,0.005081624,0.000664214,0,0.000384996,0.001856682,0.004743487,0.003006389,0.000567558,0.000538909,0,0.000513997,0,0.000454442,0,0.000441969,0,0,0,0.000987676,0.003272489,0.001700841,0,0,0.009273183,0.015849811,0.005076598,0.19947337,0.000315033,0,0.000455924,0,0,0.003175323,0,0.000408831,0.000450581,0.000561798,0.000865301,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Comamonas",0,0,0,0,0.000879648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000793336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001588007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001490461,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Lampropedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033428,0.000541435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000521173,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001880372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023911121,0.011565937,0.000390568,0.000187488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013262,0,0,0,0,0,0,0,0,0,0,0.000550297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000768682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024459308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Arcobacter",0,0,0,0.000243233,0.000239904,0.00010348,0.00020842,0.00013095,0.000380542,0.000213413,0.00032041,0.000262271,0.000360153,0.000119678,0.000101446,0,0.000321096,0.000225836,0.000452878,0.00017325,0.000193861,0.004326534,0.052398959,0.062992603,0.000203908,0.000179083,9.67742e-05,0.000356936,0.003601542,0.000284657,0.000238663,0.000305225,0.000354811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__",0,0,0,0.007748706,0.047820872,0.068297058,0.000833681,0.006678452,0.000761083,0.000533533,0.001441846,0.001760959,0.008715695,0.031894205,0.034085722,0.008032559,0.00240822,0.001355014,0.000634029,0.000635251,0.000710824,0.031236628,0.000982174,0.032739178,0.000747664,0.000492479,0.000677419,0.005844822,0.004321851,0.00185027,0.000536993,0.000665945,0.000461255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9682e-05,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.__.__",0,0,0,0,0.002558976,0.007450588,0.000347367,0.00039285,0.000761083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000713871,0.0035168,0,0,0,0,0,0,0,0,0.002369866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001505385,0,0.000595002,0,0.002747253,0,0,0,0,0,0,0,0,0,0,0.000329048,0,0,0,0,0,0,0.00050589,0.001374986,0.000442067,0.000401372,0,0,0,0,0,0,0.00031811,0.007983062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__",0.002044303,0.003020457,0.003448849,0.002119601,0.002159136,0.00269049,0.002014728,0.001636876,0.001363608,0.001200448,0.000907829,0.001273885,0.004321832,0.005505191,0.001826021,0.018421334,0.036711977,0.033498946,0.003623024,0.008835759,0.053957997,0.017829126,0.031036684,0.060688735,0.017841971,0.007745344,0.017,0.012671218,0.07258167,0.017791062,0.001163484,0.003967924,0.005464093,0.00932573,0.017306245,0.003437753,0.003278164,0.002063178,0.003428283,0.00298907,0.002086422,0.001876429,0.007073628,0.005717397,0.009376744,0.044342022,0.105664531,0.251003761,0.004071345,0.007665704,0.010462574,0.088065311,0.01555563,0.15189922,0.009560421,0.011520529,0.057998174,0.019206309,0.010858762,0.014764699,0.052062652,0.05177305,0.049824527,0.002681439,0.002587008,0.002542293,0.007372525,0.030100906,0.017810393,0,0.001373626,0.015802976,0.001999,0.002097744,0.005614412,0.001062434,0.012078221,0.001445672,0.035906451,0.001012393,0.05919572,0.007414557,0.017237569,0.009432868,0.05197482,0.127163462,0.034745601,0.023809524,0.00556479,0.035254647,0.011095884,0.018207692,0.011399223,0.000643233,0.000916146,0.001346321,0.003123517,0.013132551,0.003476483,0.002915553,0.003314771,0.002476337,0.004400284,0.005217124,0.004637781,0.04654207,0.008976661,0.007638447,0.00556962,0.260651629,0.06559206,0.058358417,0.032988871,0.121459461,0.166774184,0.119785365,0.017372204,0.02228013,0.01315491,0.027480124,0.06409882,0.021820991,0.095203111,0.111816172,0.158478776
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Escherichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001479172,0,0,0,0,0.001671727,0,0,0,0,0,0,0,0,0,0,0,0,0.001470834,0.008211761,0.003844121,0,0,0,0,0,0,0,0,0,0,0,0.023839746,0.007109005,0,0.001949718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001158828,0.001041269,0.109166446,0.000880475,0,0.001381004,0,0.00109083,0,0,0,0,0,0,0,0,0,0,0,0.001758958,0.001587662,0,0,0,0.000518583,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Morganella",0.002501983,0.002288225,0.002659353,0.017825498,0.027109156,0.018281536,0.296929276,0.297780397,0.240026638,0.009230113,0.040051266,0.021581117,0.14377296,0.333602609,0.468830839,0.047552747,0.038049877,0.054501656,0.022960917,0.098810349,0.033085622,0.021347406,0.008643127,0.009761125,0.165981308,0.006849928,0.253129032,0.241199304,0.034066353,0.036151438,0.165542959,0.173950443,0.181876242,0.044079168,0.197033215,0.124879292,0.371831774,0.021523964,0.008369045,0.00762882,0.005655301,0.008768039,0.021142723,0.020528179,0.017674419,0.043229498,0.126341444,0.115168421,0.01967817,0.012942561,0.03195963,0.00553692,0.007610909,0.008449514,0.004713355,0.011279892,0.009177839,0.023361316,0.015165458,0.041341158,0.01419222,0.014184397,0.008304088,0.001119722,0.001455192,0.001004363,0.013239665,0.206943732,0.037128124,0.039494471,0.153212172,0.056387891,0.006535194,0.004705749,0.013621052,0.095494032,0.099309816,0.055571619,0.003249694,0.003002269,0.002972525,0.006800333,0.075690608,0.037151583,0.014818116,0.018269231,0.035063203,0.006539955,0.00542025,0.010834892,0.132973785,0.015179158,0.007014907,0.064663816,0.066986419,0.060228083,0.000948917,0.064524602,0.011838219,0.045919961,0.015159551,0.002476337,0.004968062,0.00475679,0.009662043,0.005454149,0.002078806,0,0,0,0.024467185,0.009254683,0.004968203,0.002949853,0.015912512,0.024006173,0.004792332,0.007882736,0.016103425,0.102834428,0.019069034,0.178751891,0.024891962,0.189693299,0.002477914
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Proteus",0.040641972,0.014644639,0.0346547,0.006428298,0.033826469,0.014556242,0.046547172,0.013487854,0.009228135,0.002000747,0.002136067,0.002360435,0.119930851,0.095173982,0.033071266,0.005355039,0.019907952,0.004065041,0.003487161,0.011319011,0.00368336,0.002091951,0.001325934,0.002061356,0.002209006,0.004969556,0.002258065,0.002810869,0.002033812,0.002941456,0.005817422,0.010849358,0.004470622,0.002146931,0.001182414,0.001429178,0.010873911,0.003596621,0.015729771,0.005888914,0.001098117,0.006550442,0.01621854,0.015627552,0.024372093,0.006834075,0.00562129,0.011199865,0.007141011,0.026170357,0.004440706,0.00214202,0.00113496,0.005492184,0.002005683,0.005985863,0.003988275,0.024590859,0.012588803,0.017269091,0.053239209,0.061513002,0.009045524,0.000589327,0.000727596,0.000784658,0.009302505,0.03386352,0.003292344,0.116113744,0.019759087,0.020318112,0.003382924,0.004308879,0.001757555,0.026029623,0.016871166,0.095125195,0.0010122,0.001152034,0.086458024,0.009695959,0.005414365,0.008930297,0.004122333,0.001442308,0.006669631,0.003372164,0.00158994,0.00302497,0.007515141,0.00510837,0.001753727,0.010783609,0.022822807,0.014175972,0.000830302,0.000700403,0.030243127,0.075665544,0.022010077,0.004567466,0.001135557,0.008132576,0.001331215,0.00843575,0.00085042,0,0.002194093,0.064661654,0.003077633,0.00103329,0.004819157,0.000830541,0.000921574,0.013993372,0.055311502,0.006254072,0.019505557,0.085896993,0.000584044,0.052042097,0.007692308,0.025862898,0.001077354
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Providencia",0.113870751,0.133815386,0.190102219,0.083220404,0.141543383,0.048325342,0.186883424,0.10875401,0.064945773,0.059915702,0.021627683,0.049231922,0.275732911,0.085270622,0.098148618,0.785370033,0.373862785,0.75617284,0.072551062,0.076403326,0.11819063,0.03608615,0.028925011,0.006123439,0.016142736,0.010744986,0.013903226,0.008566457,0.007203085,0.008444824,0.016527446,0.011515303,0.013731195,0.076886951,0.133075352,0.111089652,0.245542496,0.183790113,0.573380388,0.10292215,0.022456487,0.085258094,0.476199781,0.4466104,0.526474419,0.269389701,0.121034632,0.130932759,0.111283443,0.216921596,0.065735913,0.217556481,0.276396168,0.121404156,0.071134882,0.064912017,0.11700543,0.095607564,0.03533699,0.079467723,0.126259284,0.087044917,0.042607879,0.051065209,0.217915033,0.081416151,0.013201065,0.132546605,0.018603729,0.230252765,0.44135672,0.421344279,0.032829739,0.069849189,0.024019919,0.177957628,0.28642638,0.306077604,0.476852592,0.448629778,0.371947853,0.040845874,0.255690608,0.060463138,0.021029469,0.012580128,0.012132376,0.032495402,0.04343427,0.032449676,0.01021175,0.045099613,0.008643367,0.012221423,0.069411511,0.026253267,0.160880911,0.016371914,0.269438764,0.149213842,0.071908424,0.020030817,0.045848119,0.010127359,0.433546614,0.360773762,0.429934801,0.685550605,0.440843882,0.078696742,0.112564438,0.27004807,0.121174483,0.056534067,0.097348939,0.06463605,0.009384984,0.026514658,0.020072579,0.048219841,0.09627964,0.075601043,0.310544512,0.290548986,0.357573799
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Serratia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998431,0,0.001091306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001122275,0,0.001693811,0,0,0,0.002928776,0,0.003749639,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001364826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__.g__",0,0,0,0.004864658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter",0,0,0,0.015149936,0.005037985,0.001379739,0,0,0.000221983,0.006989276,0.025686212,0.002884976,0.000288122,0.000329115,0,0,0,0.000903342,0,0,0.000516963,0,0.003830477,0.005517158,0.002684792,0.01217765,0.017387097,0.000892339,0.000211855,0.01926179,0.000328162,0.000249729,0,0.001073465,0.001182414,0.000618023,0,0,0,0,0,0,0,0,0.000409302,0,0,0.003465619,0.002261859,0.03101936,0.000538267,0.000767894,0,0.000499289,0.014574628,0.014348022,0,0,0.000993853,0,0,0.001843972,0.000889724,0,0,0,0.028679507,0.03300838,0.02614042,0,0,0,0.000269096,0.000226783,0.000146463,0,0.001917178,0,0.001065473,0,0,0.000372922,0,0,0.003231018,0.003846154,0.010989011,0,0,0,0.001193581,0.000729767,0.000751597,0,0.000215564,0,0.000632611,0.000700403,0.00074983,0,0,0,0.000851668,0,0.002233006,0.023780089,0.004346594,0,0.003206751,0.006766917,0.095252751,0.050226875,0.064040143,8.5918e-05,0.017878537,0.039981062,0,0.004495114,0.012928102,0,0,0.000579318,0.001210026,0.004518796,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001166624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001289667,0.013830656,0.000372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002763435,0.000566947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.__",0.00015256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073663,0.002121984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345981,0,0,0,0,0,0,0,0,0.00949853,0.000552486,0.00494839,0.005932817,0,0.001333926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas",0,0.000640703,0.001121915,0,0.002079168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002187039,0.005009085,0.01233782,0.000815633,0,0,0,0.000677937,0,0,0,0,0.000536733,0,0.001004288,0.001039418,0.000613377,0.00136123,0.000936873,0.000713776,0.000818805,0.001250586,0.001197931,0.001302326,0,0.000668265,0.001098855,0.311393305,0.000855706,0.001009251,0.000969971,0.001101579,0.001574682,0.000635133,0.000300797,0.000864927,0.00063597,0.00058895,0.000859717,0.001029487,0.001371158,0.000840295,0,0,0,0.001621183,0,0.015787386,0,0,0,0,0,0,0,0,0,0,0,0,0.0020401,0.002099448,0.004871071,0.010138711,0.000560897,0.011814775,0,0,0,0,0,0,0,0,0,0,0,0.000204499,0,0,0,0,0,0.000429424,0.001672606,0,0,0,0,0.058551974,0.003728829,0.001738871,0.003150328,0.000798698,0.000227962,0,0.002801303,0,0,0.002073356,0.000354028,0,0,0.000646412
